Transaction ID,Customer Name,Merchant Name,Transaction Date,Transaction Amount (PKR),Fraud Risk,Fraud Type,State,Card Type,Bank,IsFraud,Fraud Score,Transaction Category,Merchant Location
59182801,Customer_16436,Bykea,12/10/2024,41838,High,Card Skimming,KPK,PayPak,Meezan Bank,0,38,Fashion,Peshawar
94735498,Customer_16437,Sapphire,10/16/2024,42665,High,Identity Theft,Punjab,Mastercard,Allied Bank,0,38,E-commerce,Rawalpindi
24675672,Customer_16438,Metro Shoes,1/18/2023,10074,Low,Card Not Present,Islamabad Capital Territory,Mastercard,MCB,0,25,Utilities,Islamabad
76662072,Customer_16439,TCS Express,7/3/2023,3270,Low,Card Not Present,Punjab,PayPak,NBP,0,48,Fashion,Lahore
52546006,Customer_16440,Khaadi,1/2/2024,26199,Low,Identity Theft,Punjab,Mastercard,Allied Bank,0,6,Groceries,Faisalabad
75973056,Customer_16441,Chase Up,11/4/2023,9753,Medium,Card Skimming,Sindh,Visa,Meezan Bank,0,16,Transportation,Karachi
72309032,Customer_16442,Khaadi,1/6/2024,25763,High,Identity Theft,Punjab,UnionPay,MCB,0,71,Transportation,Faisalabad
73801961,Customer_16443,Bykea,1/21/2023,17797,Low,Card Skimming,Punjab,Visa,Allied Bank,0,47,Transportation,Lahore
54911462,Customer_16444,ChenOne,11/18/2024,9081,High,Card Not Present,Punjab,Mastercard,NBP,0,3,E-commerce,Rawalpindi
49702908,Customer_16445,Hyperstar,9/22/2023,25217,Medium,Identity Theft,Punjab,PayPak,HBL,0,3,Transportation,Faisalabad
37774208,Customer_16446,Khaadi,8/7/2023,25002,Low,Card Not Present,Sindh,PayPak,Meezan Bank,0,43,E-commerce,Karachi
79295644,Customer_16447,ChenOne,2/19/2024,13439,Low,Card Skimming,Punjab,UnionPay,NBP,0,82,Groceries,Faisalabad
17293342,Customer_16448,Bykea,12/17/2024,38128,Medium,Identity Theft,Islamabad Capital Territory,PayPak,Allied Bank,0,28,Fashion,Islamabad
97671422,Customer_16449,Sapphire,11/2/2024,39929,Low,Card Not Present,KPK,UnionPay,HBL,0,76,Electronics,Peshawar
59822111,Customer_16450,Sapphire,6/30/2024,36290,High,Identity Theft,Balochistan,Visa,HBL,0,55,Electronics,Quetta
62286218,Customer_16451,Bykea,6/13/2024,28998,High,Identity Theft,Balochistan,Visa,UBL,0,5,Electronics,Quetta
58315771,Customer_16452,TCS Express,9/16/2023,11891,Low,Card Skimming,Punjab,Visa,UBL,0,8,E-commerce,Multan
15773469,Customer_16453,Chase Up,8/8/2023,399,High,Card Not Present,Balochistan,PayPak,NBP,0,98,Fashion,Quetta
61711449,Customer_16454,ChenOne,1/4/2024,32061,High,Phishing,Sindh,UnionPay,HBL,0,49,E-commerce,Karachi
18764328,Customer_16455,Al-Fatah,7/9/2024,16070,High,Card Not Present,Punjab,PayPak,Allied Bank,0,18,Electronics,Rawalpindi
98700017,Customer_16456,ChenOne,10/1/2023,19098,High,Identity Theft,Sindh,UnionPay,Bank Alfalah,0,90,Electronics,Karachi
18269215,Customer_16457,Chase Up,4/1/2024,49331,Medium,Card Skimming,Punjab,PayPak,HBL,0,13,Utilities,Faisalabad
91149609,Customer_16458,Servis,8/9/2023,21047,Medium,Phishing,KPK,PayPak,Allied Bank,0,71,Utilities,Peshawar
39082060,Customer_16459,ChenOne,11/20/2024,24640,Low,Identity Theft,Punjab,PayPak,Meezan Bank,0,12,Groceries,Faisalabad
98021917,Customer_16460,Khaadi,6/16/2024,26073,High,Card Skimming,Sindh,Mastercard,NBP,0,33,Fashion,Karachi
74120442,Customer_16461,Sapphire,2/9/2023,32670,Low,Card Skimming,KPK,Visa,Allied Bank,0,69,Electronics,Peshawar
80537939,Customer_16462,TCS Express,9/28/2023,20589,Medium,Card Skimming,Sindh,UnionPay,MCB,0,64,E-commerce,Karachi
77307580,Customer_16463,Bykea,9/16/2024,17482,Low,Identity Theft,Sindh,PayPak,Bank Alfalah,1,92,Utilities,Karachi
10780813,Customer_16464,Metro Shoes,6/30/2023,13294,High,Card Not Present,KPK,Mastercard,HBL,0,13,Electronics,Peshawar
23422756,Customer_16465,Sapphire,9/30/2023,8319,High,Card Not Present,Punjab,Visa,Allied Bank,0,37,Transportation,Rawalpindi
15813203,Customer_16466,Servis,11/3/2024,365,Low,Card Not Present,Balochistan,PayPak,HBL,0,34,Electronics,Quetta
27594125,Customer_16467,Metro Shoes,3/26/2023,44781,Medium,Card Not Present,KPK,Mastercard,Meezan Bank,0,2,Utilities,Peshawar
11953391,Customer_16468,Metro Shoes,11/3/2023,26179,High,Card Not Present,KPK,UnionPay,HBL,0,95,Electronics,Peshawar
76910967,Customer_16469,FoodPanda,2/21/2023,29230,Medium,Identity Theft,Punjab,PayPak,Allied Bank,0,85,Electronics,Multan
44114413,Customer_16470,Servis,2/25/2023,18815,Low,Phishing,Balochistan,Visa,Allied Bank,0,98,Transportation,Quetta
24006391,Customer_16471,FoodPanda,6/9/2023,6944,High,Card Skimming,Punjab,Mastercard,UBL,0,26,Transportation,Multan
49861070,Customer_16472,Daraz,1/17/2023,25102,Low,Card Not Present,Punjab,Visa,UBL,0,51,Groceries,Faisalabad
58717309,Customer_16473,Hyperstar,2/20/2024,9683,Low,Card Not Present,Punjab,UnionPay,Allied Bank,0,40,Utilities,Faisalabad
63414397,Customer_16474,Bykea,5/19/2023,26125,Medium,Card Not Present,Punjab,Mastercard,UBL,0,27,Fashion,Multan
84614348,Customer_16475,TCS Express,7/14/2024,16412,Medium,Card Skimming,Punjab,Visa,Bank Alfalah,0,79,Fashion,Lahore
93095155,Customer_16476,Chase Up,12/27/2024,33530,High,Card Not Present,KPK,PayPak,Bank Alfalah,0,63,Utilities,Peshawar
11822864,Customer_16477,Daraz,3/6/2023,38204,Low,Phishing,Punjab,Mastercard,UBL,0,32,Transportation,Multan
30743793,Customer_16478,Bykea,9/29/2024,19685,Low,Card Skimming,KPK,PayPak,UBL,0,9,Groceries,Peshawar
33598517,Customer_16479,Al-Fatah,2/5/2023,24003,Low,Phishing,Punjab,Visa,Allied Bank,0,76,Electronics,Rawalpindi
62970677,Customer_16480,Al-Fatah,11/26/2024,10806,High,Phishing,Punjab,Mastercard,Allied Bank,0,67,Utilities,Multan
64909678,Customer_16481,Al-Fatah,4/29/2023,43581,Medium,Phishing,Punjab,PayPak,Allied Bank,0,5,Utilities,Rawalpindi
38850023,Customer_16482,Sapphire,8/10/2023,5316,High,Card Not Present,Punjab,Mastercard,NBP,1,25,Utilities,Multan
65438250,Customer_16483,Metro Shoes,7/31/2023,32723,Low,Card Not Present,Punjab,UnionPay,Allied Bank,0,1,Utilities,Rawalpindi
80829973,Customer_16484,ChenOne,5/26/2023,32032,Low,Card Not Present,Sindh,Visa,HBL,0,8,Utilities,Karachi
95852727,Customer_16485,Servis,6/14/2024,32904,Medium,Phishing,Punjab,Visa,Bank Alfalah,0,28,Electronics,Faisalabad
16571083,Customer_16486,Daraz,6/17/2023,1908,High,Card Skimming,Punjab,PayPak,UBL,1,87,Electronics,Rawalpindi
55564329,Customer_16487,Bykea,4/16/2024,1312,Low,Phishing,Punjab,Visa,UBL,0,77,Electronics,Faisalabad
82575823,Customer_16488,TCS Express,2/19/2024,37147,High,Phishing,Punjab,Visa,Bank Alfalah,0,66,E-commerce,Rawalpindi
91035730,Customer_16489,FoodPanda,11/22/2024,1105,Low,Identity Theft,Punjab,Visa,UBL,0,28,Groceries,Faisalabad
71610886,Customer_16490,TCS Express,10/11/2023,23908,Medium,Card Not Present,Sindh,UnionPay,Meezan Bank,0,20,Electronics,Karachi
41759078,Customer_16491,Hyperstar,3/22/2023,12911,Medium,Phishing,Punjab,PayPak,MCB,0,75,Fashion,Faisalabad
68578132,Customer_16492,Daraz,9/19/2023,1665,Medium,Card Skimming,Balochistan,PayPak,Meezan Bank,0,5,Fashion,Quetta
56293894,Customer_16493,Daraz,1/31/2023,48218,Low,Card Skimming,Punjab,Mastercard,Meezan Bank,0,88,Transportation,Rawalpindi
79215448,Customer_16494,FoodPanda,8/17/2024,41558,High,Identity Theft,Punjab,UnionPay,HBL,1,62,Utilities,Rawalpindi
75164913,Customer_16495,Sapphire,2/27/2023,42491,Medium,Card Not Present,KPK,Mastercard,Bank Alfalah,0,14,Transportation,Peshawar
81555809,Customer_16496,Servis,1/1/2024,26368,Medium,Card Not Present,Punjab,Mastercard,MCB,0,51,Transportation,Multan
63901429,Customer_16497,Chase Up,8/30/2023,45643,Low,Card Skimming,Punjab,Mastercard,Allied Bank,0,47,Fashion,Rawalpindi
52007066,Customer_16498,Metro Shoes,4/2/2024,20800,Low,Card Not Present,Punjab,PayPak,Meezan Bank,0,70,Transportation,Lahore
21608767,Customer_16499,FoodPanda,1/20/2024,5903,High,Card Skimming,Islamabad Capital Territory,UnionPay,HBL,0,20,Fashion,Islamabad
52963804,Customer_16500,Metro Shoes,4/18/2023,9276,Medium,Phishing,Punjab,UnionPay,Bank Alfalah,0,25,E-commerce,Rawalpindi
17357667,Customer_16501,TCS Express,12/4/2023,48297,Low,Card Skimming,Sindh,UnionPay,NBP,0,91,Electronics,Karachi
49128535,Customer_16502,Chase Up,4/4/2023,46419,Low,Card Skimming,Balochistan,PayPak,Meezan Bank,0,94,Utilities,Quetta
61426529,Customer_16503,Daraz,12/7/2024,29958,Medium,Card Skimming,Punjab,Visa,MCB,0,57,Utilities,Rawalpindi
99451705,Customer_16504,FoodPanda,1/1/2023,40658,Medium,Card Not Present,Balochistan,Visa,NBP,1,72,Fashion,Quetta
22985349,Customer_16505,Daraz,7/10/2023,4640,Medium,Card Not Present,KPK,UnionPay,Bank Alfalah,0,4,E-commerce,Peshawar
48280727,Customer_16506,Hyperstar,9/24/2023,26019,Medium,Phishing,KPK,UnionPay,Meezan Bank,1,78,Electronics,Peshawar
30679608,Customer_16507,ChenOne,8/20/2024,5036,High,Phishing,Punjab,UnionPay,Bank Alfalah,0,39,Utilities,Multan
80153297,Customer_16508,Hyperstar,7/5/2024,18570,Low,Identity Theft,Punjab,Mastercard,HBL,0,85,Electronics,Lahore
83188551,Customer_16509,Metro Shoes,11/9/2023,1450,Medium,Card Not Present,Sindh,Visa,Allied Bank,0,75,Electronics,Karachi
12899842,Customer_16510,Chase Up,8/14/2024,29180,High,Card Skimming,Islamabad Capital Territory,Visa,MCB,0,52,E-commerce,Islamabad
84823906,Customer_16511,Hyperstar,4/25/2023,38615,Medium,Card Not Present,Punjab,Visa,NBP,0,92,Utilities,Lahore
52021787,Customer_16512,Chase Up,1/4/2023,10809,High,Phishing,Punjab,Mastercard,Bank Alfalah,0,40,Fashion,Rawalpindi
54262263,Customer_16513,Daraz,9/26/2024,32592,Medium,Phishing,Islamabad Capital Territory,Visa,HBL,0,55,Utilities,Islamabad
16065927,Customer_16514,Metro Shoes,2/11/2024,25332,Low,Card Not Present,Islamabad Capital Territory,PayPak,Bank Alfalah,0,81,Utilities,Islamabad
35916955,Customer_16515,FoodPanda,5/13/2024,10476,Medium,Phishing,Punjab,UnionPay,MCB,1,57,E-commerce,Rawalpindi
22492947,Customer_16516,FoodPanda,1/20/2023,16277,Low,Identity Theft,Islamabad Capital Territory,Mastercard,NBP,0,22,Fashion,Islamabad
95273015,Customer_16517,Daraz,2/25/2023,21154,Low,Card Not Present,Balochistan,Mastercard,MCB,0,9,Electronics,Quetta
68336289,Customer_16518,Servis,1/19/2024,1693,High,Card Not Present,Sindh,PayPak,Meezan Bank,0,61,Electronics,Karachi
16657437,Customer_16519,Hyperstar,9/1/2024,32611,Medium,Card Skimming,Punjab,UnionPay,Bank Alfalah,0,85,Electronics,Faisalabad
28552349,Customer_16520,Metro Shoes,12/15/2024,14435,High,Card Skimming,Punjab,UnionPay,HBL,0,75,Fashion,Faisalabad
27541424,Customer_16521,Khaadi,11/15/2023,9374,Low,Card Not Present,Punjab,Visa,HBL,0,36,Groceries,Lahore
23713923,Customer_16522,Khaadi,8/13/2024,34115,High,Phishing,Punjab,Mastercard,Allied Bank,0,2,Fashion,Multan
64983895,Customer_16523,Al-Fatah,3/3/2024,39638,Low,Identity Theft,KPK,UnionPay,HBL,0,18,Transportation,Peshawar
60481958,Customer_16524,Daraz,6/18/2024,44403,Low,Phishing,Punjab,Visa,UBL,0,42,Utilities,Multan
81409184,Customer_16525,Chase Up,9/12/2023,47723,Medium,Phishing,Islamabad Capital Territory,UnionPay,UBL,0,8,Groceries,Islamabad
13181526,Customer_16526,TCS Express,11/21/2024,20507,Low,Card Not Present,Islamabad Capital Territory,Mastercard,Meezan Bank,0,22,Utilities,Islamabad
42986500,Customer_16527,TCS Express,5/6/2023,1882,Low,Identity Theft,Punjab,PayPak,MCB,0,26,E-commerce,Faisalabad
16061992,Customer_16528,Al-Fatah,1/1/2023,17567,Medium,Card Not Present,Punjab,Mastercard,Allied Bank,0,25,E-commerce,Faisalabad
16182360,Customer_16529,Chase Up,7/20/2024,17663,High,Phishing,Punjab,UnionPay,UBL,0,66,E-commerce,Faisalabad
12431516,Customer_16530,Hyperstar,6/12/2023,36856,Low,Card Skimming,Punjab,PayPak,Allied Bank,0,99,E-commerce,Rawalpindi
77606094,Customer_16531,Al-Fatah,11/10/2023,18701,Low,Card Skimming,Balochistan,PayPak,NBP,0,42,Utilities,Quetta
85462212,Customer_16532,FoodPanda,1/12/2023,1899,Low,Card Not Present,Punjab,Visa,NBP,0,27,Electronics,Faisalabad
39070553,Customer_16533,Chase Up,8/30/2024,35958,Medium,Card Not Present,Sindh,UnionPay,HBL,0,88,E-commerce,Karachi
37362005,Customer_16534,Hyperstar,3/10/2024,23826,Medium,Card Skimming,Punjab,Visa,Meezan Bank,0,15,Transportation,Multan
51576547,Customer_16535,Bykea,9/6/2023,34184,Medium,Card Not Present,Balochistan,Mastercard,Bank Alfalah,0,50,Groceries,Quetta
74309289,Customer_16536,Chase Up,2/7/2023,49811,High,Identity Theft,Punjab,UnionPay,MCB,0,70,Fashion,Rawalpindi
23444316,Customer_16537,Servis,11/26/2024,44144,Low,Card Not Present,Punjab,UnionPay,UBL,0,87,E-commerce,Faisalabad
17632333,Customer_16538,TCS Express,4/30/2023,21526,High,Card Skimming,KPK,PayPak,NBP,0,76,Utilities,Peshawar
51327656,Customer_16539,Chase Up,1/15/2023,24085,High,Phishing,Punjab,Visa,Bank Alfalah,0,61,E-commerce,Multan
44735668,Customer_16540,Daraz,9/5/2023,35012,Medium,Card Skimming,Punjab,Visa,MCB,0,45,Groceries,Faisalabad
81553463,Customer_16541,Daraz,9/22/2024,6612,Medium,Card Not Present,Punjab,UnionPay,Bank Alfalah,0,64,Utilities,Faisalabad
58833213,Customer_16542,FoodPanda,2/22/2024,48007,Low,Identity Theft,Balochistan,Mastercard,UBL,0,41,E-commerce,Quetta
10110103,Customer_16543,Bykea,5/15/2023,47723,Low,Identity Theft,Punjab,UnionPay,Allied Bank,0,41,Groceries,Rawalpindi
13202125,Customer_16544,Servis,2/16/2024,32299,Medium,Identity Theft,Punjab,Mastercard,UBL,1,95,Groceries,Faisalabad
39783944,Customer_16545,Al-Fatah,3/25/2023,20680,High,Card Not Present,Islamabad Capital Territory,PayPak,Meezan Bank,0,3,Groceries,Islamabad
48099094,Customer_16546,Hyperstar,3/3/2023,32853,High,Phishing,Punjab,Visa,Meezan Bank,0,11,E-commerce,Faisalabad
97500321,Customer_16547,Khaadi,9/14/2024,43287,Low,Identity Theft,Punjab,Visa,UBL,0,20,Electronics,Faisalabad
39865045,Customer_16548,Khaadi,2/29/2024,28444,Medium,Phishing,Sindh,Visa,UBL,0,35,Fashion,Karachi
86941991,Customer_16549,Hyperstar,4/13/2024,3585,Medium,Identity Theft,Punjab,Visa,Meezan Bank,0,60,Electronics,Faisalabad
35126851,Customer_16550,FoodPanda,1/11/2024,41496,High,Identity Theft,Balochistan,Mastercard,UBL,0,79,Groceries,Quetta
54676998,Customer_16551,FoodPanda,2/10/2023,6196,High,Card Skimming,KPK,Visa,Meezan Bank,0,85,Fashion,Peshawar
11031545,Customer_16552,FoodPanda,7/12/2023,39977,High,Card Skimming,Balochistan,PayPak,NBP,0,37,E-commerce,Quetta
35261032,Customer_16553,TCS Express,7/24/2023,6890,Low,Phishing,Punjab,Mastercard,UBL,0,15,Transportation,Faisalabad
96416053,Customer_16554,Khaadi,12/22/2024,49936,Medium,Card Skimming,Balochistan,Visa,HBL,0,86,E-commerce,Quetta
48086042,Customer_16555,Daraz,4/27/2023,16620,High,Card Not Present,Punjab,Visa,Meezan Bank,0,69,Transportation,Multan
41234063,Customer_16556,Servis,1/3/2024,12354,Medium,Phishing,Punjab,UnionPay,MCB,0,10,Utilities,Rawalpindi
54408491,Customer_16557,TCS Express,6/21/2024,48784,High,Card Skimming,KPK,Mastercard,MCB,0,83,Fashion,Peshawar
11893676,Customer_16558,Servis,11/8/2024,41869,Medium,Identity Theft,Sindh,Visa,Bank Alfalah,0,79,Groceries,Karachi
88736167,Customer_16559,Metro Shoes,11/25/2023,18477,Low,Card Skimming,Sindh,PayPak,HBL,0,43,Fashion,Karachi
24303194,Customer_16560,FoodPanda,6/25/2023,44356,Medium,Card Not Present,Punjab,Visa,UBL,0,90,E-commerce,Rawalpindi
77001019,Customer_16561,Servis,10/7/2023,33921,High,Identity Theft,Punjab,Mastercard,Allied Bank,0,59,Electronics,Multan
61077365,Customer_16562,Daraz,3/2/2023,35489,Low,Card Skimming,Punjab,UnionPay,MCB,0,63,Transportation,Faisalabad
15778305,Customer_16563,Servis,2/14/2023,15601,Medium,Identity Theft,Balochistan,PayPak,MCB,0,99,Fashion,Quetta
95566730,Customer_16564,Hyperstar,4/25/2024,19219,High,Identity Theft,Balochistan,Mastercard,NBP,0,85,Utilities,Quetta
56572807,Customer_16565,Bykea,6/21/2024,46785,High,Card Skimming,Balochistan,PayPak,HBL,0,68,Fashion,Quetta
18897474,Customer_16566,Al-Fatah,11/4/2024,1792,High,Card Not Present,Punjab,Visa,Allied Bank,0,27,Fashion,Rawalpindi
98322669,Customer_16567,TCS Express,1/15/2023,46269,High,Phishing,Balochistan,Mastercard,NBP,0,40,Fashion,Quetta
24502460,Customer_16568,Metro Shoes,8/1/2024,24022,Medium,Identity Theft,Punjab,PayPak,Allied Bank,0,95,Fashion,Multan
70461441,Customer_16569,Hyperstar,7/6/2023,34741,High,Identity Theft,Sindh,UnionPay,Meezan Bank,0,39,Electronics,Karachi
86430916,Customer_16570,Sapphire,1/24/2023,8963,Low,Phishing,Balochistan,Mastercard,Bank Alfalah,0,61,Fashion,Quetta
75322645,Customer_16571,Sapphire,3/27/2023,10197,Medium,Identity Theft,Islamabad Capital Territory,PayPak,UBL,0,72,Fashion,Islamabad
23897129,Customer_16572,Hyperstar,6/17/2024,8067,Low,Phishing,Balochistan,UnionPay,HBL,0,77,Fashion,Quetta
31086213,Customer_16573,Bykea,1/21/2023,25276,Low,Identity Theft,Punjab,UnionPay,Allied Bank,0,14,Groceries,Lahore
87704344,Customer_16574,TCS Express,10/20/2023,6902,Low,Identity Theft,Balochistan,Mastercard,Allied Bank,0,16,Fashion,Quetta
69690142,Customer_16575,ChenOne,7/23/2023,21714,Low,Card Not Present,Punjab,Visa,Bank Alfalah,0,42,Groceries,Faisalabad
40822875,Customer_16576,Sapphire,10/10/2023,16228,High,Identity Theft,Punjab,Mastercard,UBL,0,24,Transportation,Multan
76805035,Customer_16577,Khaadi,11/11/2024,7014,Low,Phishing,KPK,Mastercard,Bank Alfalah,0,18,Electronics,Peshawar
32518628,Customer_16578,Khaadi,2/29/2024,34208,Low,Card Not Present,Punjab,Visa,HBL,0,23,E-commerce,Multan
40540783,Customer_16579,Servis,6/23/2023,45490,Low,Identity Theft,Punjab,Mastercard,MCB,0,1,Utilities,Faisalabad
31479662,Customer_16580,Metro Shoes,7/17/2023,6745,Medium,Card Skimming,Islamabad Capital Territory,Visa,Meezan Bank,0,45,Electronics,Islamabad
45608226,Customer_16581,Al-Fatah,4/17/2023,43952,Low,Card Not Present,KPK,PayPak,UBL,0,14,Utilities,Peshawar
77339462,Customer_16582,Chase Up,6/2/2023,40464,Low,Card Skimming,Islamabad Capital Territory,PayPak,HBL,0,73,Transportation,Islamabad
31150324,Customer_16583,Al-Fatah,9/25/2024,19581,High,Phishing,Sindh,Mastercard,Meezan Bank,0,17,Fashion,Karachi
42476738,Customer_16584,Daraz,2/3/2023,1934,Low,Phishing,Punjab,UnionPay,MCB,0,82,Electronics,Lahore
61807486,Customer_16585,Servis,8/11/2024,43020,High,Identity Theft,KPK,PayPak,NBP,0,98,Groceries,Peshawar
21472906,Customer_16586,Bykea,4/1/2024,23333,Medium,Phishing,Sindh,UnionPay,Bank Alfalah,0,93,Fashion,Karachi
88291373,Customer_16587,Bykea,5/13/2024,44836,Low,Card Skimming,KPK,Visa,Bank Alfalah,0,33,E-commerce,Peshawar
52801208,Customer_16588,Sapphire,9/21/2023,13393,Medium,Card Skimming,Punjab,UnionPay,Meezan Bank,0,10,Groceries,Rawalpindi
84228156,Customer_16589,Chase Up,12/12/2023,38090,Medium,Identity Theft,Punjab,PayPak,UBL,0,32,E-commerce,Faisalabad
46628407,Customer_16590,Chase Up,6/4/2023,33551,Low,Identity Theft,Sindh,UnionPay,NBP,0,76,Transportation,Karachi
41663977,Customer_16591,Servis,4/27/2023,26981,Low,Card Skimming,Punjab,UnionPay,MCB,0,4,Fashion,Lahore
31445345,Customer_16592,ChenOne,4/26/2023,12529,High,Card Not Present,Sindh,PayPak,Meezan Bank,0,67,Utilities,Karachi
18866709,Customer_16593,ChenOne,5/28/2023,13762,High,Identity Theft,Balochistan,PayPak,Meezan Bank,0,25,Utilities,Quetta
37431052,Customer_16594,Hyperstar,1/10/2024,43025,High,Card Skimming,Punjab,PayPak,MCB,0,48,Electronics,Faisalabad
63332185,Customer_16595,FoodPanda,1/17/2023,5690,High,Card Not Present,Sindh,Mastercard,Allied Bank,0,53,Transportation,Karachi
17127773,Customer_16596,ChenOne,12/31/2023,48504,Medium,Identity Theft,KPK,PayPak,Meezan Bank,0,18,Electronics,Peshawar
64310764,Customer_16597,Servis,12/3/2024,16041,Low,Card Not Present,Punjab,Visa,Allied Bank,0,87,Transportation,Rawalpindi
60564186,Customer_16598,Khaadi,3/4/2024,28954,High,Identity Theft,Punjab,UnionPay,HBL,1,68,Electronics,Rawalpindi
37864143,Customer_16599,Sapphire,10/13/2024,36182,High,Card Skimming,Islamabad Capital Territory,PayPak,Meezan Bank,0,93,Fashion,Islamabad
12134708,Customer_16600,ChenOne,4/23/2023,7234,Low,Card Skimming,Islamabad Capital Territory,Mastercard,UBL,0,68,Utilities,Islamabad
24377619,Customer_16601,Chase Up,9/28/2024,41410,High,Card Not Present,Punjab,UnionPay,Meezan Bank,0,21,Electronics,Multan
40107506,Customer_16602,Bykea,4/20/2023,10191,Medium,Card Skimming,Punjab,UnionPay,Allied Bank,0,64,Transportation,Rawalpindi
91370140,Customer_16603,Servis,2/16/2024,18060,Medium,Identity Theft,Punjab,UnionPay,UBL,0,43,Electronics,Rawalpindi
41555933,Customer_16604,Servis,3/14/2024,41788,Medium,Identity Theft,Sindh,PayPak,Allied Bank,0,91,E-commerce,Karachi
70957628,Customer_16605,Daraz,3/18/2023,32267,High,Card Skimming,Punjab,UnionPay,MCB,0,54,Fashion,Lahore
91907171,Customer_16606,Daraz,4/16/2024,41936,Low,Phishing,Punjab,Mastercard,Bank Alfalah,0,22,Transportation,Faisalabad
15110567,Customer_16607,Al-Fatah,9/17/2024,4246,High,Card Not Present,Punjab,UnionPay,Allied Bank,0,91,Utilities,Lahore
89753439,Customer_16608,Sapphire,12/27/2023,2963,Low,Identity Theft,Sindh,Mastercard,UBL,0,53,Utilities,Karachi
13395036,Customer_16609,Servis,9/23/2024,7692,Medium,Card Skimming,Punjab,UnionPay,UBL,0,56,Utilities,Multan
58305402,Customer_16610,Metro Shoes,9/28/2024,26864,Medium,Card Not Present,Punjab,UnionPay,Meezan Bank,0,34,Electronics,Multan
30757216,Customer_16611,FoodPanda,8/20/2023,33947,Low,Identity Theft,Islamabad Capital Territory,Mastercard,Allied Bank,0,44,E-commerce,Islamabad
10712731,Customer_16612,Metro Shoes,1/15/2024,16225,High,Card Not Present,Punjab,PayPak,HBL,0,40,Utilities,Multan
82452224,Customer_16613,Daraz,1/10/2024,46330,Low,Card Skimming,Punjab,UnionPay,UBL,0,86,Transportation,Lahore
54346024,Customer_16614,Hyperstar,4/23/2023,15209,Medium,Identity Theft,Punjab,UnionPay,NBP,0,21,Utilities,Multan
76728883,Customer_16615,Khaadi,8/7/2023,8021,Medium,Card Skimming,Punjab,Mastercard,Bank Alfalah,0,21,Electronics,Faisalabad
42822378,Customer_16616,FoodPanda,12/5/2023,28303,Medium,Identity Theft,Punjab,UnionPay,Bank Alfalah,0,62,Groceries,Rawalpindi
66347140,Customer_16617,ChenOne,1/21/2024,26448,Medium,Identity Theft,Punjab,PayPak,UBL,0,19,Fashion,Faisalabad
32889982,Customer_16618,Chase Up,12/5/2024,34760,High,Card Not Present,Sindh,PayPak,HBL,0,56,Electronics,Karachi
59416054,Customer_16619,Hyperstar,8/4/2023,4587,Medium,Card Not Present,Balochistan,Visa,Allied Bank,0,67,Electronics,Quetta
18055016,Customer_16620,Hyperstar,4/8/2023,29278,Medium,Phishing,Punjab,Visa,Bank Alfalah,0,60,Transportation,Faisalabad
93274863,Customer_16621,Khaadi,5/11/2023,24317,Medium,Card Skimming,KPK,Mastercard,NBP,0,29,E-commerce,Peshawar
39417230,Customer_16622,Servis,8/10/2023,23394,Medium,Phishing,Islamabad Capital Territory,UnionPay,HBL,0,40,E-commerce,Islamabad
54442849,Customer_16623,Khaadi,1/2/2023,9476,Medium,Card Skimming,Punjab,Mastercard,MCB,0,10,Utilities,Rawalpindi
68209346,Customer_16624,Chase Up,11/8/2024,19943,High,Phishing,KPK,Mastercard,Bank Alfalah,0,71,Groceries,Peshawar
25565365,Customer_16625,TCS Express,9/24/2024,14352,Medium,Phishing,Punjab,UnionPay,Meezan Bank,0,10,E-commerce,Lahore
18872748,Customer_16626,Al-Fatah,10/22/2024,9218,Low,Card Not Present,Punjab,Mastercard,NBP,0,97,Fashion,Multan
99411689,Customer_16627,Daraz,9/27/2024,37080,Medium,Identity Theft,KPK,UnionPay,NBP,0,26,Transportation,Peshawar
61999603,Customer_16628,Khaadi,3/15/2024,12477,High,Card Not Present,Punjab,Mastercard,UBL,0,33,Electronics,Multan
67629618,Customer_16629,ChenOne,3/14/2024,11059,High,Identity Theft,Punjab,Mastercard,NBP,0,49,Electronics,Lahore
81796037,Customer_16630,Servis,10/6/2024,7964,Low,Identity Theft,Islamabad Capital Territory,UnionPay,Bank Alfalah,0,66,E-commerce,Islamabad
71155090,Customer_16631,FoodPanda,9/6/2023,31684,Low,Phishing,Punjab,PayPak,NBP,0,51,Utilities,Rawalpindi
20841305,Customer_16632,TCS Express,1/23/2023,10950,High,Card Not Present,Punjab,PayPak,MCB,0,58,Utilities,Lahore
32338670,Customer_16633,Al-Fatah,12/10/2024,28752,Low,Phishing,Punjab,Visa,HBL,0,66,E-commerce,Multan
58982915,Customer_16634,Daraz,10/8/2024,38163,High,Card Not Present,Islamabad Capital Territory,Mastercard,Bank Alfalah,0,94,Electronics,Islamabad
51096657,Customer_16635,Servis,8/2/2023,8493,Medium,Identity Theft,Islamabad Capital Territory,Visa,NBP,0,21,Electronics,Islamabad
59077219,Customer_16636,Metro Shoes,10/24/2023,17126,High,Phishing,Punjab,UnionPay,MCB,0,27,Utilities,Faisalabad
45944521,Customer_16637,TCS Express,1/12/2024,48106,Low,Phishing,Sindh,PayPak,MCB,0,89,Transportation,Karachi
40322976,Customer_16638,Sapphire,8/6/2024,11017,High,Identity Theft,KPK,UnionPay,Meezan Bank,0,17,Electronics,Peshawar
